practice_id,kind,mean_flagged,mean_nonflagged,std_effect_size,n_flagged,n_nonflagged,p_value
E85677,flood,11.91428571428572,-1.5735849056603763,0.2894908348374343,7,53,0.37530544860348314
E85680,flood,8.514285714285714,-1.1245283018867933,0.21667497249164971,7,53,0.7558963099306281
E85681,flood,67.66666666666667,-3.5614035087719227,0.9165333834219658,3,57,0.025177527523830002
E85682,flood,7.485714285714282,-0.9886792452830249,0.3338359541330925,7,53,0.13743488993902284
E85683,flood,9.628571428571432,-1.2716981132075473,0.5283803183106215,7,53,0.2094559995445444
E85685,flood,8.114285714285712,-1.0716981132075507,0.2957553016631906,7,53,0.6451000582865557
E85687,flood,8.342857142857143,-1.1018867924528297,0.23131380201216417,7,53,0.5963633505812291
E85692,flood,-5.071428571428571,0.8874999999999986,-0.14305751387390223,7,53,
E85693,flood,15.657142857142869,-2.067924528301887,0.18101932416812733,7,53,0.7822896994596129
E85694,flood,1.5428571428571425,-0.20377358490565792,0.054477858819155095,7,53,0.8178664820709862
E85696,flood,51.46666666666666,-2.708771929824567,0.6693350286627916,3,57,0.08365604780804618
E85707,flood,43.79999999999999,-2.305263157894741,0.978632578719929,3,57,0.0777493143311257
E85708,flood,19.571428571428577,-2.5849056603773573,0.5133220575343237,7,53,0.3510082721333435
E85712,flood,22.06666666666668,-1.1614035087719297,0.24342884663235517,3,57,0.932423833409033
E85713,flood,0.8571428571428531,-0.11320754716981052,0.02543492393869774,7,53,0.8719406107843347
E85714,flood,-2.7083333333333357,0.3735632183908054,-0.17178375832456738,4,56,
E85715,flood,54.13333333333333,-2.8491228070175403,0.8552114022855177,3,57,0.0418383541975618
E85716,flood,32.485714285714266,-4.290566037735856,0.5028607527113566,7,53,0.22229362780614415
E85718,flood_geo,-14.866666666666655,0.7824561403508776,-0.4960739848997146,3,57,0.465840767775769
E85719,flood,7.857142857142857,-1.0377358490566042,0.28191295608989,7,53,0.3752921794667705
E85721,flood,6.8,-0.3578947368421055,0.5925404135820685,3,57,0.2702390333048035
E85725,flood,20.333333333333325,-1.0701754385964948,0.7408823588336473,3,57,0.09993409730409568
E85726,flood,5.028571428571429,-0.6641509433962257,0.3324287109582451,7,53,0.40059545130178864
E85726,flood_geo,-11.333333333333334,0.5964912280701762,-0.6966466905946479,3,57,0.31699195764163113
E85735,flood,15.257142857142858,-2.0150943396226406,0.45937667549041117,7,53,0.2179491622299965
E85736,flood,-14.742857142857149,1.947169811320755,-0.34113082817835094,7,53,0.2842443851427279
E85739,flood,74.26666666666665,-3.9087719298245664,0.9799832718365458,3,57,0.03261011530104321
E85740,flood,-6.833333333333333,0.7068965517241389,-0.47064238792384583,3,57,
E85743,flood,31.266666666666666,-1.645614035087717,1.1121002480798714,3,57,0.06698269166368166
E85744,flood,-5.428571428571432,0.7169811320754695,-0.15010419763805374,7,53,0.5648228169413015
E85745,flood,67.26666666666667,-3.5403508771929797,0.9861701607642543,3,57,0.04537322295772281
E85746,flood,5.371428571428571,-0.7094339622641501,0.5456523674424872,7,53,0.11734508908512728
E85748,flood,8.114285714285716,-1.0716981132075465,0.6321695332009218,7,53,0.10694576438624122
E85750,flood,7.371428571428567,-0.9735849056603773,0.14991956050656172,7,53,0.7297854808169462
E86001,flood,14.53333333333334,-0.7649122807017518,0.3082903823800014,3,57,0.4750438340151957
E86001,flood_geo,-22.160000000000004,2.0145454545454577,-0.4871656561198841,5,55,0.3197034081404563
